Lieu	N° région, département	Série	Unité	2006	2012
HERAULT	34	OC303111-Surface des mangroves	ha	0.0	0.0
HERAULT	34	OC30312-Surface des forêts de conifères	ha	24426.0	24003.0
HERAULT	34	OC30313-Surface des forêts mélangées	ha	23896.0	23796.0
HERAULT	34	OC30321-Surface des pelouses et pâturages naturels	ha	26097.0	26057.0
HERAULT	34	OC30322-Surface des landes et broussailles	ha	9004.0	8988.0
HERAULT	34	OC30323-Surface de la végétation sclérophylle	ha	71530.0	71667.0
HERAULT	34	OC30324-Surface des forêts et végétations arbustives en mutation	ha	33203.0	33383.0
HERAULT	34	OC30331-Surface des plages, dunes, sables	ha	827.0	827.0
HERAULT	34	OC30332-Surface des roches nues	ha	227.0	227.0
HERAULT	34	OC30333-Surface de végétation clairsemée	ha	4098.0	4098.0
HERAULT	34	OC30334-Surface des zones incendiées	ha	143.0	0.0
HERAULT	34	OC30335-Surface des glaciers et neiges éternelles	ha	0.0	0.0
HERAULT	34	OC30411-Surface des marais intérieurs	ha	997.0	997.0
HERAULT	34	OC30412-Surface des tourbières	ha	0.0	0.0
HERAULT	34	OC30421-Surface des marais maritimes	ha	6322.0	6322.0
HERAULT	34	OC30422-Surface des marais salants	ha	715.0	715.0
HERAULT	34	OC30423-Surface des zones intertidales	ha	0.0	0.0
HERAULT	34	OC305111-Surface des cours et voies d'eau	ha	128.0	128.0
HERAULT	34	OC305112-Surface des cours et voies d'eau temporaires	ha	0.0	0.0
HERAULT	34	OC30512-Surface des plans d'eau	ha	1317.0	1317.0
HERAULT	34	OC30521-Surface des lagunes littorales	ha	14108.0	14108.0
HERAULT	34	OC30522-Surface des estuaires	ha	0.0	0.0
HERAULT	34	OC30523-Surface des mers et océans	ha	188.0	188.0
HERAULT	34	OC309999-Surface non affectée/renseignée	ha	0.0	0.0
HERAULT	34	OC30Total de la surface des territoires artificialisés	ha	42878.0	44634.0
HERAULT	34	OC30Total de la surface des territoires agricoles	ha	249182.0	247754.0
HERAULT	34	OC30Total de la surface des forêts et milieux semi-naturels	ha	307595.0	307267.0
HERAULT	34	OC30Total de la surface des zones humides	ha	8034.0	8034.0
HERAULT	34	OC30Total de la surface en eau	ha	15741.0	15741.0
HERAULT	34	OC30Surface totale	ha	623431.0	623431.0
ILLE-ET-VILAINE	35	OC30111-Surface du tissu urbain continu	ha	337.0	337.0
ILLE-ET-VILAINE	35	OC30112-Surface du tissu urbain discontinu	ha	31136.0	32509.0
ILLE-ET-VILAINE	35	OC30121-Surface des zones industrielles ou commerciales et installations publiques	ha	8349.0	8861.0
ILLE-ET-VILAINE	35	OC30122-Surface des réseaux routiers et ferroviaires et espaces associés	ha	481.0	533.0
ILLE-ET-VILAINE	35	OC30123-Surface des zones portuaires	ha	154.0	154.0
ILLE-ET-VILAINE	35	OC30124-Surface des aéroports	ha	510.0	510.0
ILLE-ET-VILAINE	35	OC30131-Surface consacrée à l'extraction de matériaux	ha	851.0	922.0
ILLE-ET-VILAINE	35	OC30132-Surface occupée par des décharges	ha	0.0	0.0
ILLE-ET-VILAINE	35	OC30133-Surface des chantiers	ha	115.0	92.0
ILLE-ET-VILAINE	35	OC30141-Surface des espaces verts urbains	ha	42.0	42.0
ILLE-ET-VILAINE	35	OC30142-Surface occupée par des équipements sportifs et de loisirs	ha	1866.0	1960.0
ILLE-ET-VILAINE	35	OC302111-Surface des terres arables hors périmètres d'irrigation	ha	242734.0	241923.0
ILLE-ET-VILAINE	35	OC302112-Surface des cannes à sucre	ha	0.0	0.0
ILLE-ET-VILAINE	35	OC30212-Surface des périmètres irrigués en permanence	ha	0.0	0.0
ILLE-ET-VILAINE	35	OC30213-Surface des rizières	ha	0.0	0.0
ILLE-ET-VILAINE	35	OC30221-Surface des vignobles	ha	0.0	0.0
ILLE-ET-VILAINE	35	OC302221-Surface des vergers et petits fruits	ha	74.0	74.0
ILLE-ET-VILAINE	35	OC302222-Surface des bananeraies	ha	0.0	0.0
ILLE-ET-VILAINE	35	OC302223-Surface des palmeraies	ha	0.0	0.0
ILLE-ET-VILAINE	35	OC302224-Surface des caféiers	ha	0.0	0.0
ILLE-ET-VILAINE	35	OC30223-Surface des oliveraies	ha	0.0	0.0
ILLE-ET-VILAINE	35	OC30231-Surface des prairies et autres surfaces toujours en herbe à usage agricole	ha	110772.0	110270.0
ILLE-ET-VILAINE	35	OC30241-Surface des cultures annuelles associées à des cultures permanentes	ha	0.0	0.0
ILLE-ET-VILAINE	35	OC30242-Surface des systèmes culturaux et parcellaires complexes	ha	211147.0	210502.0
ILLE-ET-VILAINE	35	OC30243-Surface essentiellement agricole, interrompue par des espaces naturels importants	ha	12462.0	12369.0
ILLE-ET-VILAINE	35	OC30244-Surface des territoires agroforestiers	ha	0.0	0.0
ILLE-ET-VILAINE	35	OC303111-Surface des forêts de feuillus	ha	35360.0	35765.0
ILLE-ET-VILAINE	35	OC303111-Surface des mangroves	ha	0.0	0.0
ILLE-ET-VILAINE	35	OC30312-Surface des forêts de conifères	ha	14545.0	14266.0
ILLE-ET-VILAINE	35	OC30313-Surface des forêts mélangées	ha	6018.0	6274.0
ILLE-ET-VILAINE	35	OC30321-Surface des pelouses et pâturages naturels	ha	35.0	35.0
ILLE-ET-VILAINE	35	OC30322-Surface des landes et broussailles	ha	949.0	949.0
ILLE-ET-VILAINE	35	OC30323-Surface de la végétation sclérophylle	ha	0.0	0.0
ILLE-ET-VILAINE	35	OC30324-Surface des forêts et végétations arbustives en mutation	ha	2049.0	1641.0
ILLE-ET-VILAINE	35	OC30331-Surface des plages, dunes, sables	ha	5.0	5.0
ILLE-ET-VILAINE	35	OC30332-Surface des roches nues	ha	0.0	0.0
ILLE-ET-VILAINE	35	OC30333-Surface de végétation clairsemée	ha	0.0	0.0
ILLE-ET-VILAINE	35	OC30334-Surface des zones incendiées	ha	0.0	0.0
ILLE-ET-VILAINE	35	OC30335-Surface des glaciers et neiges éternelles	ha	0.0	0.0
ILLE-ET-VILAINE	35	OC30411-Surface des marais intérieurs	ha	383.0	383.0
ILLE-ET-VILAINE	35	OC30412-Surface des tourbières	ha	0.0	0.0
ILLE-ET-VILAINE	35	OC30421-Surface des marais maritimes	ha	26.0	26.0
ILLE-ET-VILAINE	35	OC30422-Surface des marais salants	ha	0.0	0.0
ILLE-ET-VILAINE	35	OC30423-Surface des zones intertidales	ha	113.0	113.0
ILLE-ET-VILAINE	35	OC305111-Surface des cours et voies d'eau	ha	36.0	36.0
ILLE-ET-VILAINE	35	OC305112-Surface des cours et voies d'eau temporaires	ha	0.0	0.0
ILLE-ET-VILAINE	35	OC30512-Surface des plans d'eau	ha	2634.0	2634.0
ILLE-ET-VILAINE	35	OC30521-Surface des lagunes littorales	ha	0.0	0.0
ILLE-ET-VILAINE	35	OC30522-Surface des estuaires	ha	8.0	8.0
ILLE-ET-VILAINE	35	OC30523-Surface des mers et océans	ha	19.0	19.0
ILLE-ET-VILAINE	35	OC309999-Surface non affectée/renseignée	ha	0.0	0.0
ILLE-ET-VILAINE	35	OC30Total de la surface des territoires artificialisés	ha	43842.0	45921.0
ILLE-ET-VILAINE	35	OC30Total de la surface des territoires agricoles	ha	577188.0	575137.0
ILLE-ET-VILAINE	35	OC30Total de la surface des forêts et milieux semi-naturels	ha	58962.0	58934.0
ILLE-ET-VILAINE	35	OC30Total de la surface des zones humides	ha	523.0	523.0
ILLE-ET-VILAINE	35	OC30Total de la surface en eau	ha	2697.0	2697.0
ILLE-ET-VILAINE	35	OC30Surface totale	ha	683212.0	683212.0
INDRE	36	OC30111-Surface du tissu urbain continu	ha	429.0	429.0
INDRE	36	OC30112-Surface du tissu urbain discontinu	ha	10916.0	10985.0
INDRE	36	OC30121-Surface des zones industrielles ou commerciales et installations publiques	ha	2218.0	2320.0
INDRE	36	OC30122-Surface des réseaux routiers et ferroviaires et espaces associés	ha	0.0	0.0
INDRE	36	OC30123-Surface des zones portuaires	ha	0.0	0.0
INDRE	36	OC30124-Surface des aéroports	ha	407.0	407.0
INDRE	36	OC30131-Surface consacrée à l'extraction de matériaux	ha	422.0	472.0
INDRE	36	OC30132-Surface occupée par des décharges	ha	27.0	27.0
INDRE	36	OC30133-Surface des chantiers	ha	0.0	0.0
INDRE	36	OC30141-Surface des espaces verts urbains	ha	106.0	106.0
INDRE	36	OC30142-Surface occupée par des équipements sportifs et de loisirs	ha	583.0	583.0
INDRE	36	OC302111-Surface des terres arables hors périmètres d'irrigation	ha	297102.0	297012.0
INDRE	36	OC302112-Surface des cannes à sucre	ha	0.0	0.0
INDRE	36	OC30212-Surface des périmètres irrigués en permanence	ha	0.0	0.0
INDRE	36	OC30213-Surface des rizières	ha	0.0	0.0
INDRE	36	OC30221-Surface des vignobles	ha	640.0	640.0
INDRE	36	OC302221-Surface des vergers et petits fruits	ha	376.0	376.0
INDRE	36	OC302222-Surface des bananeraies	ha	0.0	0.0
INDRE	36	OC302223-Surface des palmeraies	ha	0.0	0.0
INDRE	36	OC302224-Surface des caféiers	ha	0.0	0.0
INDRE	36	OC30223-Surface des oliveraies	ha	0.0	0.0
INDRE	36	OC30231-Surface des prairies et autres surfaces toujours en herbe à usage agricole	ha	153220.0	153085.0
INDRE	36	OC30241-Surface des cultures annuelles associées à des cultures permanentes	ha	0.0	0.0
INDRE	36	OC30242-Surface des systèmes culturaux et parcellaires complexes	ha	74305.0	74254.0
INDRE	36	OC30243-Surface essentiellement agricole, interrompue par des espaces naturels importants	ha	27779.0	27779.0
INDRE	36	OC30244-Surface des territoires agroforestiers	ha	0.0	0.0
INDRE	36	OC303111-Surface des forêts de feuillus	ha	94684.0	97193.0
INDRE	36	OC303111-Surface des mangroves	ha	0.0	0.0
INDRE	36	OC30312-Surface des forêts de conifères	ha	4627.0	4754.0
INDRE	36	OC30313-Surface des forêts mélangées	ha	5670.0	5653.0
INDRE	36	OC30321-Surface des pelouses et pâturages naturels	ha	0.0	0.0
INDRE	36	OC30322-Surface des landes et broussailles	ha	1573.0	1573.0
INDRE	36	OC30323-Surface de la végétation sclérophylle	ha	0.0	0.0
INDRE	36	OC30324-Surface des forêts et végétations arbustives en mutation	ha	4881.0	2327.0
INDRE	36	OC30331-Surface des plages, dunes, sables	ha	0.0	0.0
INDRE	36	OC30332-Surface des roches nues	ha	0.0	0.0
INDRE	36	OC30333-Surface de végétation clairsemée	ha	0.0	0.0
INDRE	36	OC30334-Surface des zones incendiées	ha	0.0	0.0
INDRE	36	OC30335-Surface des glaciers et neiges éternelles	ha	0.0	0.0
INDRE	36	OC30411-Surface des marais intérieurs	ha	559.0	559.0
INDRE	36	OC30412-Surface des tourbières	ha	0.0	0.0
INDRE	36	OC30421-Surface des marais maritimes	ha	0.0	0.0
INDRE	36	OC30422-Surface des marais salants	ha	0.0	0.0
INDRE	36	OC30423-Surface des zones intertidales	ha	0.0	0.0
INDRE	36	OC305111-Surface des cours et voies d'eau	ha	23.0	23.0
INDRE	36	OC305112-Surface des cours et voies d'eau temporaires	ha	0.0	0.0
INDRE	36	OC30512-Surface des plans d'eau	ha	8114.0	8105.0
INDRE	36	OC30521-Surface des lagunes littorales	ha	0.0	0.0
INDRE	36	OC30522-Surface des estuaires	ha	0.0	0.0
INDRE	36	OC30523-Surface des mers et océans	ha	0.0	0.0
INDRE	36	OC309999-Surface non affectée/renseignée	ha	0.0	0.0
INDRE	36	OC30Total de la surface des territoires artificialisés	ha	15108.0	15328.0
INDRE	36	OC30Total de la surface des territoires agricoles	ha	553422.0	553146.0
INDRE	36	OC30Total de la surface des forêts et milieux semi-naturels	ha	111436.0	111500.0
INDRE	36	OC30Total de la surface des zones humides	ha	559.0	559.0
INDRE	36	OC30Total de la surface en eau	ha	8138.0	8129.0
INDRE	36	OC30Surface totale	ha	688662.0	688662.0
INDRE-ET-LOIRE	37	OC30111-Surface du tissu urbain continu	ha	240.0	240.0
INDRE-ET-LOIRE	37	OC30112-Surface du tissu urbain discontinu	ha	25254.0	25619.0
INDRE-ET-LOIRE	37	OC30121-Surface des zones industrielles ou commerciales et installations publiques	ha	3945.0	4193.0
INDRE-ET-LOIRE	37	OC30122-Surface des réseaux routiers et ferroviaires et espaces associés	ha	698.0	803.0
INDRE-ET-LOIRE	37	OC30123-Surface des zones portuaires	ha	0.0	0.0
INDRE-ET-LOIRE	37	OC30124-Surface des aéroports	ha	341.0	341.0
INDRE-ET-LOIRE	37	OC30131-Surface consacrée à l'extraction de matériaux	ha	523.0	586.0
INDRE-ET-LOIRE	37	OC30132-Surface occupée par des décharges	ha	62.0	79.0
INDRE-ET-LOIRE	37	OC30133-Surface des chantiers	ha	144.0	34.0
INDRE-ET-LOIRE	37	OC30141-Surface des espaces verts urbains	ha	363.0	363.0
INDRE-ET-LOIRE	37	OC30142-Surface occupée par des équipements sportifs et de loisirs	ha	1148.0	1172.0
INDRE-ET-LOIRE	37	OC302111-Surface des terres arables hors périmètres d'irrigation	ha	288047.0	287647.0
INDRE-ET-LOIRE	37	OC302112-Surface des cannes à sucre	ha	0.0	0.0
INDRE-ET-LOIRE	37	OC30212-Surface des périmètres irrigués en permanence	ha	0.0	0.0
INDRE-ET-LOIRE	37	OC30213-Surface des rizières	ha	0.0	0.0
INDRE-ET-LOIRE	37	OC30221-Surface des vignobles	ha	12730.0	12748.0
INDRE-ET-LOIRE	37	OC302221-Surface des vergers et petits fruits	ha	3363.0	3346.0
INDRE-ET-LOIRE	37	OC302222-Surface des bananeraies	ha	0.0	0.0
INDRE-ET-LOIRE	37	OC302223-Surface des palmeraies	ha	0.0	0.0
INDRE-ET-LOIRE	37	OC302224-Surface des caféiers	ha	0.0	0.0
INDRE-ET-LOIRE	37	OC30223-Surface des oliveraies	ha	0.0	0.0
INDRE-ET-LOIRE	37	OC30231-Surface des prairies et autres surfaces toujours en herbe à usage agricole	ha	60368.0	60212.0
INDRE-ET-LOIRE	37	OC30241-Surface des cultures annuelles associées à des cultures permanentes	ha	0.0	0.0
INDRE-ET-LOIRE	37	OC30242-Surface des systèmes culturaux et parcellaires complexes	ha	45922.0	45783.0
INDRE-ET-LOIRE	37	OC30243-Surface essentiellement agricole, interrompue par des espaces naturels importants	ha	15265.0	15257.0
INDRE-ET-LOIRE	37	OC30244-Surface des territoires agroforestiers	ha	0.0	0.0
INDRE-ET-LOIRE	37	OC303111-Surface des forêts de feuillus	ha	105998.0	106167.0
INDRE-ET-LOIRE	37	OC303111-Surface des mangroves	ha	0.0	0.0
INDRE-ET-LOIRE	37	OC30312-Surface des forêts de conifères	ha	26093.0	25945.0
INDRE-ET-LOIRE	37	OC30313-Surface des forêts mélangées	ha	14127.0	14103.0
INDRE-ET-LOIRE	37	OC30321-Surface des pelouses et pâturages naturels	ha	25.0	25.0
INDRE-ET-LOIRE	37	OC30322-Surface des landes et broussailles	ha	1316.0	1327.0
INDRE-ET-LOIRE	37	OC30323-Surface de la végétation sclérophylle	ha	0.0	0.0
INDRE-ET-LOIRE	37	OC30324-Surface des forêts et végétations arbustives en mutation	ha	2364.0	2461.0
INDRE-ET-LOIRE	37	OC30331-Surface des plages, dunes, sables	ha	607.0	491.0
INDRE-ET-LOIRE	37	OC30332-Surface des roches nues	ha	0.0	0.0
INDRE-ET-LOIRE	37	OC30333-Surface de végétation clairsemée	ha	0.0	0.0
INDRE-ET-LOIRE	37	OC30334-Surface des zones incendiées	ha	0.0	0.0
INDRE-ET-LOIRE	37	OC30335-Surface des glaciers et neiges éternelles	ha	0.0	0.0
INDRE-ET-LOIRE	37	OC30411-Surface des marais intérieurs	ha	0.0	0.0
INDRE-ET-LOIRE	37	OC30412-Surface des tourbières	ha	0.0	0.0
INDRE-ET-LOIRE	37	OC30421-Surface des marais maritimes	ha	0.0	0.0
INDRE-ET-LOIRE	37	OC30422-Surface des marais salants	ha	0.0	0.0
INDRE-ET-LOIRE	37	OC30423-Surface des zones intertidales	ha	0.0	0.0
INDRE-ET-LOIRE	37	OC305111-Surface des cours et voies d'eau	ha	4694.0	4694.0
INDRE-ET-LOIRE	37	OC305112-Surface des cours et voies d'eau temporaires	ha	0.0	0.0
INDRE-ET-LOIRE	37	OC30512-Surface des plans d'eau	ha	1053.0	1053.0
INDRE-ET-LOIRE	37	OC30521-Surface des lagunes littorales	ha	0.0	0.0
INDRE-ET-LOIRE	37	OC30522-Surface des estuaires	ha	0.0	0.0
INDRE-ET-LOIRE	37	OC30523-Surface des mers et océans	ha	0.0	0.0
INDRE-ET-LOIRE	37	OC309999-Surface non affectée/renseignée	ha	0.0	0.0
INDRE-ET-LOIRE	37	OC30Total de la surface des territoires artificialisés	ha	32717.0	33430.0
INDRE-ET-LOIRE	37	OC30Total de la surface des territoires agricoles	ha	425696.0	424994.0
INDRE-ET-LOIRE	37	OC30Total de la surface des forêts et milieux semi-naturels	ha	150529.0	150518.0
INDRE-ET-LOIRE	37	OC30Total de la surface des zones humides	ha	0.0	0.0
INDRE-ET-LOIRE	37	OC30Total de la surface en eau	ha	5747.0	5747.0
INDRE-ET-LOIRE	37	OC30Surface totale	ha	614688.0	614688.0
ISERE	38	OC30111-Surface du tissu urbain continu	ha	474.0	474.0
ISERE	38	OC30112-Surface du tissu urbain discontinu	ha	40889.0	42004.0
ISERE	38	OC30121-Surface des zones industrielles ou commerciales et installations publiques	ha	8314.0	8941.0
ISERE	38	OC30122-Surface des réseaux routiers et ferroviaires et espaces associés	ha	1009.0	1049.0
ISERE	38	OC30123-Surface des zones portuaires	ha	0.0	0.0
ISERE	38	OC30124-Surface des aéroports	ha	291.0	302.0
ISERE	38	OC30131-Surface consacrée à l'extraction de matériaux	ha	1579.0	1712.0
ISERE	38	OC30132-Surface occupée par des décharges	ha	27.0	27.0
ISERE	38	OC30133-Surface des chantiers	ha	32.0	0.0
ISERE	38	OC30141-Surface des espaces verts urbains	ha	180.0	151.0
ISERE	38	OC30142-Surface occupée par des équipements sportifs et de loisirs	ha	1446.0	1537.0
ISERE	38	OC302111-Surface des terres arables hors périmètres d'irrigation	ha	112732.0	112102.0
ISERE	38	OC302112-Surface des cannes à sucre	ha	0.0	0.0
ISERE	38	OC30212-Surface des périmètres irrigués en permanence	ha	0.0	0.0
ISERE	38	OC30213-Surface des rizières	ha	0.0	0.0
ISERE	38	OC30221-Surface des vignobles	ha	119.0	119.0
ISERE	38	OC302221-Surface des vergers et petits fruits	ha	9851.0	9816.0
ISERE	38	OC302222-Surface des bananeraies	ha	0.0	0.0
ISERE	38	OC302223-Surface des palmeraies	ha	0.0	0.0
ISERE	38	OC302224-Surface des caféiers	ha	0.0	0.0
ISERE	38	OC30223-Surface des oliveraies	ha	0.0	0.0
ISERE	38	OC30231-Surface des prairies et autres surfaces toujours en herbe à usage agricole	ha	70241.0	70114.0
ISERE	38	OC30241-Surface des cultures annuelles associées à des cultures permanentes	ha	0.0	0.0
ISERE	38	OC30242-Surface des systèmes culturaux et parcellaires complexes	ha	93727.0	92662.0
ISERE	38	OC30243-Surface essentiellement agricole, interrompue par des espaces naturels importants	ha	33066.0	33003.0
ISERE	38	OC30244-Surface des territoires agroforestiers	ha	0.0	0.0
ISERE	38	OC303111-Surface des forêts de feuillus	ha	141306.0	141265.0
ISERE	38	OC303111-Surface des mangroves	ha	0.0	0.0
ISERE	38	OC30312-Surface des forêts de conifères	ha	91502.0	91449.0
ISERE	38	OC30313-Surface des forêts mélangées	ha	38616.0	38644.0
ISERE	38	OC30321-Surface des pelouses et pâturages naturels	ha	43681.0	43681.0
ISERE	38	OC30322-Surface des landes et broussailles	ha	6190.0	6190.0
ISERE	38	OC30323-Surface de la végétation sclérophylle	ha	0.0	0.0
ISERE	38	OC30324-Surface des forêts et végétations arbustives en mutation	ha	10002.0	10034.0
ISERE	38	OC30331-Surface des plages, dunes, sables	ha	115.0	115.0
ISERE	38	OC30332-Surface des roches nues	ha	37920.0	37700.0
ISERE	38	OC30333-Surface de végétation clairsemée	ha	32470.0	32691.0
ISERE	38	OC30334-Surface des zones incendiées	ha	0.0	0.0
ISERE	38	OC30335-Surface des glaciers et neiges éternelles	ha	2920.0	2920.0
ISERE	38	OC30411-Surface des marais intérieurs	ha	1209.0	1209.0
ISERE	38	OC30412-Surface des tourbières	ha	0.0	0.0
ISERE	38	OC30421-Surface des marais maritimes	ha	0.0	0.0
ISERE	38	OC30422-Surface des marais salants	ha	0.0	0.0
ISERE	38	OC30423-Surface des zones intertidales	ha	0.0	0.0
ISERE	38	OC305111-Surface des cours et voies d'eau	ha	3554.0	3554.0
ISERE	38	OC305112-Surface des cours et voies d'eau temporaires	ha	0.0	0.0
ISERE	38	OC30512-Surface des plans d'eau	ha	3280.0	3280.0
ISERE	38	OC30521-Surface des lagunes littorales	ha	0.0	0.0
ISERE	38	OC30522-Surface des estuaires	ha	0.0	0.0
ISERE	38	OC30523-Surface des mers et océans	ha	0.0	0.0
ISERE	38	OC309999-Surface non affectée/renseignée	ha	0.0	0.0
ISERE	38	OC30Total de la surface des territoires artificialisés	ha	54240.0	56197.0
ISERE	38	OC30Total de la surface des territoires agricoles	ha	319737.0	317816.0
ISERE	38	OC30Total de la surface des forêts et milieux semi-naturels	ha	404724.0	404689.0
ISERE	38	OC30Total de la surface des zones humides	ha	1209.0	1209.0
ISERE	38	OC30Total de la surface en eau	ha	6833.0	6833.0
ISERE	38	OC30Surface totale	ha	786744.0	786744.0
JURA	39	OC30111-Surface du tissu urbain continu	ha	253.0	253.0
JURA	39	OC30112-Surface du tissu urbain discontinu	ha	16384.0	16478.0
JURA	39	OC30121-Surface des zones industrielles ou commerciales et installations publiques	ha	1510.0	1569.0
JURA	39	OC30122-Surface des réseaux routiers et ferroviaires et espaces associés	ha	241.0	247.0
JURA	39	OC30123-Surface des zones portuaires	ha	0.0	0.0
JURA	39	OC30124-Surface des aéroports	ha	219.0	235.0
JURA	39	OC30131-Surface consacrée à l'extraction de matériaux	ha	592.0	651.0
JURA	39	OC30132-Surface occupée par des décharges	ha	120.0	126.0
JURA	39	OC30133-Surface des chantiers	ha	0.0	0.0
JURA	39	OC30141-Surface des espaces verts urbains	ha	0.0	0.0
JURA	39	OC30142-Surface occupée par des équipements sportifs et de loisirs	ha	518.0	518.0
JURA	39	OC302111-Surface des terres arables hors périmètres d'irrigation	ha	75158.0	75042.0
JURA	39	OC302112-Surface des cannes à sucre	ha	0.0	0.0
JURA	39	OC30212-Surface des périmètres irrigués en permanence	ha	0.0	0.0
JURA	39	OC30213-Surface des rizières	ha	0.0	0.0
JURA	39	OC30221-Surface des vignobles	ha	2451.0	2451.0
JURA	39	OC302221-Surface des vergers et petits fruits	ha	88.0	88.0
JURA	39	OC302222-Surface des bananeraies	ha	0.0	0.0
JURA	39	OC302223-Surface des palmeraies	ha	0.0	0.0
JURA	39	OC302224-Surface des caféiers	ha	0.0	0.0
JURA	39	OC30223-Surface des oliveraies	ha	0.0	0.0
JURA	39	OC30231-Surface des prairies et autres surfaces toujours en herbe à usage agricole	ha	93554.0	93547.0
JURA	39	OC30241-Surface des cultures annuelles associées à des cultures permanentes	ha	0.0	0.0
JURA	39	OC30242-Surface des systèmes culturaux et parcellaires complexes	ha	38247.0	38196.0
JURA	39	OC30243-Surface essentiellement agricole, interrompue par des espaces naturels importants	ha	18441.0	18441.0
JURA	39	OC30244-Surface des territoires agroforestiers	ha	0.0	0.0
JURA	39	OC303111-Surface des forêts de feuillus	ha	144181.0	144750.0
JURA	39	OC303111-Surface des mangroves	ha	0.0	0.0
JURA	39	OC30312-Surface des forêts de conifères	ha	66096.0	66082.0
JURA	39	OC30313-Surface des forêts mélangées	ha	26274.0	26333.0
JURA	39	OC30321-Surface des pelouses et pâturages naturels	ha	6678.0	6678.0
JURA	39	OC30322-Surface des landes et broussailles	ha	1080.0	1080.0
JURA	39	OC30323-Surface de la végétation sclérophylle	ha	0.0	0.0
JURA	39	OC30324-Surface des forêts et végétations arbustives en mutation	ha	5902.0	5212.0
JURA	39	OC30331-Surface des plages, dunes, sables	ha	0.0	0.0
JURA	39	OC30332-Surface des roches nues	ha	0.0	0.0
JURA	39	OC30333-Surface de végétation clairsemée	ha	50.0	50.0
JURA	39	OC30334-Surface des zones incendiées	ha	0.0	0.0
JURA	39	OC30335-Surface des glaciers et neiges éternelles	ha	0.0	0.0
JURA	39	OC30411-Surface des marais intérieurs	ha	1406.0	1406.0
JURA	39	OC30412-Surface des tourbières	ha	345.0	352.0
JURA	39	OC30421-Surface des marais maritimes	ha	0.0	0.0
JURA	39	OC30422-Surface des marais salants	ha	0.0	0.0
JURA	39	OC30423-Surface des zones intertidales	ha	0.0	0.0
JURA	39	OC305111-Surface des cours et voies d'eau	ha	1152.0	1152.0
JURA	39	OC305112-Surface des cours et voies d'eau temporaires	ha	0.0	0.0
JURA	39	OC30512-Surface des plans d'eau	ha	3094.0	3094.0
JURA	39	OC30521-Surface des lagunes littorales	ha	0.0	0.0
JURA	39	OC30522-Surface des estuaires	ha	0.0	0.0
JURA	39	OC30523-Surface des mers et océans	ha	0.0	0.0
JURA	39	OC309999-Surface non affectée/renseignée	ha	0.0	0.0
JURA	39	OC30Total de la surface des territoires artificialisés	ha	19837.0	20079.0
JURA	39	OC30Total de la surface des territoires agricoles	ha	227938.0	227764.0
JURA	39	OC30Total de la surface des forêts et milieux semi-naturels	ha	250260.0	250186.0
JURA	39	OC30Total de la surface des zones humides	ha	1751.0	1758.0
JURA	39	OC30Total de la surface en eau	ha	4246.0	4246.0
JURA	39	OC30Surface totale	ha	504033.0	504033.0
LANDES	40	OC30111-Surface du tissu urbain continu	ha	162.0	162.0
LANDES	40	OC30112-Surface du tissu urbain discontinu	ha	25160.0	26640.0
LANDES	40	OC30121-Surface des zones industrielles ou commerciales et installations publiques	ha	3574.0	4453.0
LANDES	40	OC30122-Surface des réseaux routiers et ferroviaires et espaces associés	ha	349.0	663.0
LANDES	40	OC30123-Surface des zones portuaires	ha	0.0	0.0
LANDES	40	OC30124-Surface des aéroports	ha	525.0	525.0
LANDES	40	OC30131-Surface consacrée à l'extraction de matériaux	ha	822.0	1099.0
LANDES	40	OC30132-Surface occupée par des décharges	ha	83.0	83.0
LANDES	40	OC30133-Surface des chantiers	ha	84.0	267.0
LANDES	40	OC30141-Surface des espaces verts urbains	ha	171.0	171.0
LANDES	40	OC30142-Surface occupée par des équipements sportifs et de loisirs	ha	1777.0	1776.0
LANDES	40	OC302111-Surface des terres arables hors périmètres d'irrigation	ha	200240.0	201310.0
LANDES	40	OC302112-Surface des cannes à sucre	ha	0.0	0.0
LANDES	40	OC30212-Surface des périmètres irrigués en permanence	ha	0.0	0.0
LANDES	40	OC30213-Surface des rizières	ha	0.0	0.0
LANDES	40	OC30221-Surface des vignobles	ha	1139.0	1139.0
LANDES	40	OC302221-Surface des vergers et petits fruits	ha	382.0	331.0
LANDES	40	OC302222-Surface des bananeraies	ha	0.0	0.0
LANDES	40	OC302223-Surface des palmeraies	ha	0.0	0.0
LANDES	40	OC302224-Surface des caféiers	ha	0.0	0.0
LANDES	40	OC30223-Surface des oliveraies	ha	0.0	0.0
LANDES	40	OC30231-Surface des prairies et autres surfaces toujours en herbe à usage agricole	ha	9259.0	9221.0
LANDES	40	OC30241-Surface des cultures annuelles associées à des cultures permanentes	ha	0.0	0.0
LANDES	40	OC30242-Surface des systèmes culturaux et parcellaires complexes	ha	45124.0	44430.0
LANDES	40	OC30243-Surface essentiellement agricole, interrompue par des espaces naturels importants	ha	34089.0	33719.0
LANDES	40	OC30244-Surface des territoires agroforestiers	ha	0.0	0.0
LANDES	40	OC303111-Surface des forêts de feuillus	ha	49883.0	50535.0
LANDES	40	OC303111-Surface des mangroves	ha	0.0	0.0
LANDES	40	OC30312-Surface des forêts de conifères	ha	404516.0	266518.0
LANDES	40	OC30313-Surface des forêts mélangées	ha	41747.0	41607.0
