vehicle,unit,geo\time	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 
BUS_TOT,NR,DK05	1264 	1288 	1366 	1500 	1514 	1465 	1469 	1442 	1413 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BUS_TOT,NR,EE	4706 	5000 	4410 	4259 	4281 	4236 	4412 	4431 	5501 	5194 	5500 	5600 	5306 	5542 	6059 	6336 	6448 	6602 	6846 	7152 	6467 	8841 	8598 	8600 	7900 
BUS_TOT,NR,EE0	4706 	5000 	4410 	4259 	4281 	4236 	4412 	4431 	5501 	5194 	5500 	5600 	5306 	5542 	6059 	6336 	6448 	6602 	6846 	7152 	6467 	8841 	8598 	8600 	7900 
BUS_TOT,NR,EE00	4706 	5000 	4410 	4259 	4281 	4236 	4412 	4431 	5501 	5194 	5500 	5600 	5306 	5542 	6059 	6336 	6448 	6602 	6846 	7152 	6467 	8841 	8598 	8600 	7900 
BUS_TOT,NR,EL	27047 	27149 	27328 	27487 	27677 	27692 	27555 	27471 	27307 	27198 	27152 	27498 	27650 	27518 	27459 	27147 	26671 	26000 	25400 	25000 	23500 	23200 	22700 	22100 	21400 
BUS_TOT,NR,EL3	12683 	12758 	12869 	12976 	13099 	13120 	13080 	13054 	12949 	12910 	12923 	12967 	13010 	12926 	13004 	12797 	12606 	12400 	12200 	11900 	11000 	10900 	10700 	10400 	10300 
BUS_TOT,NR,EL30	12683 	12758 	12869 	12976 	13099 	13120 	13080 	13054 	12949 	12910 	12923 	12967 	13010 	12926 	13004 	12797 	12606 	12400 	12200 	11900 	11000 	10900 	10700 	10400 	10300 
BUS_TOT,NR,EL4	2602 	2605 	2631 	2653 	2664 	2688 	2687 	2681 	2685 	2666 	2657 	2732 	2746 	2733 	2706 	2685 	2629 	2600 	2500 	2400 	2300 	2200 	2100 	2100 	2000 
BUS_TOT,NR,EL41	253 	253 	254 	254 	256 	258 	259 	261 	260 	259 	260 	260 	266 	270 	270 	271 	264 	300 	300 	300 	200 	200 	200 	200 	200 
BUS_TOT,NR,EL42	1159 	1163 	1185 	1193 	1194 	1210 	1219 	1217 	1225 	1219 	1213 	1228 	1210 	1195 	1183 	1163 	1135 	1100 	1100 	1000 	1000 	1000 	900 	900 	800 
BUS_TOT,NR,EL43	1190 	1189 	1192 	1206 	1214 	1220 	1209 	1203 	1200 	1188 	1184 	1244 	1270 	1268 	1253 	1251 	1230 	1200 	1200 	1100 	1100 	1000 	1000 	1000 	900 
BUS_TOT,NR,EL5	6390 	6415 	6445 	6467 	6503 	6479 	6426 	6391 	6353 	6315 	6287 	6371 	6425 	6386 	6312 	6227 	6092 	5900 	5700 	5700 	5300 	5300 	5100 	5000 	4900 
BUS_TOT,NR,EL51	1156 	1155 	1157 	1162 	1165 	1161 	1145 	1137 	1126 	1125 	1126 	1143 	1151 	1141 	1125 	1100 	1075 	1000 	1000 	1000 	1000 	1000 	900 	900 	900 
BUS_TOT,NR,EL52	3889 	3907 	3929 	3939 	3966 	3956 	3946 	3929 	3905 	3879 	3858 	3895 	3893 	3861 	3811 	3770 	3712 	3600 	3500 	3500 	3200 	3200 	3100 	3000 	2900 
BUS_TOT,NR,EL53	648 	658 	658 	663 	664 	661 	644 	640 	644 	636 	629 	633 	655 	654 	652 	651 	629 	600 	600 	600 	500 	500 	500 	500 	500 
BUS_TOT,NR,EL54	697 	695 	701 	703 	708 	701 	691 	685 	678 	675 	674 	700 	726 	730 	724 	706 	676 	700 	600 	600 	600 	600 	600 	600 	600 
BUS_TOT,NR,EL6	5372 	5371 	5383 	5391 	5411 	5405 	5362 	5345 	5320 	5307 	5285 	5428 	5469 	5473 	5437 	5438 	5344 	5100 	5000 	5000 	5000 	4900 	4800 	4400 	4200 
BUS_TOT,NR,EL61	1287 	1277 	1277 	1280 	1288 	1287 	1279 	1278 	1267 	1264 	1255 	1277 	1276 	1266 	1244 	1239 	1222 	1200 	1100 	1100 	1100 	1100 	1000 	1000 	1000 
BUS_TOT,NR,EL62	556 	558 	557 	556 	559 	555 	557 	558 	560 	564 	557 	578 	579 	583 	582 	588 	576 	500 	500 	500 	500 	500 	500 	400 	400 
BUS_TOT,NR,EL63	1388 	1392 	1394 	1390 	1394 	1392 	1374 	1365 	1355 	1352 	1353 	1379 	1392 	1403 	1392 	1391 	1373 	1300 	1300 	1300 	1300 	1200 	1200 	1100 	900 
BUS_TOT,NR,EL64	1114 	1114 	1122 	1131 	1135 	1138 	1136 	1136 	1137 	1131 	1127 	1169 	1186 	1184 	1179 	1175 	1156 	1100 	1100 	1100 	1100 	1100 	1100 	1000 	1000 
BUS_TOT,NR,EL65	1027 	1030 	1033 	1034 	1035 	1033 	1016 	1008 	1001 	996 	993 	1025 	1036 	1037 	1040 	1045 	1017 	1000 	1000 	1000 	1000 	1000 	1000 	900 	900 
BUS_TOT,NR,ES	59799 e	59900 	61127 	62400 	62400 	62700 	62200 	61000 	60400 	58200 	57000 	56000 	59000 	59000 	56000 	54000 	54000 	49000 	48000 	47000 	47000 	47000 	48000 	47000 	46000 
BUS_TOT,NR,ES1	6573 e	6600 	6769 	6900 	6800 	6600 	6600 	6500 	6500 	6400 	6000 	7000 	7000 	7000 	7000 	7000 	7000 	7000 	6000 	6000 	6000 	6000 	7000 	6000 	7000 
BUS_TOT,NR,ES11	4587 e	4600 	4680 	4800 	4800 	4700 	4700 	4600 	4600 	4500 	5000 	5000 	5000 	5000 	5000 	5000 	5000 	5000 	4000 	4000 	4000 	4000 	4000 	4000 	4000 
BUS_TOT,NR,ES12	1384 e	1400 	1456 	1400 	1400 	1300 	1300 	1300 	1300 	1400 	1000 	1000 	1000 	1000 	1000 	1000 	1000 	1000 	1000 	1000 	1000 	2000 	2000 	2000 	2000 
BUS_TOT,NR,ES13	602 e	600 	633 	700 	600 	600 	600 	600 	600 	500 	1000 	1000 	1000 	1000 	1000 	1000 	1000 	1000 	1000 	1000 	1000 	1000 	1000 	1000 	1000 
BUS_TOT,NR,ES2	5758 e	5700 	5921 	6000 	5900 	5900 	5800 	5700 	5500 	5500 	5000 	5000 	6000 	6000 	6000 	6000 	6000 	4000 	4000 	5000 	5000 	5000 	4000 	5000 	4000 
BUS_TOT,NR,ES21	3178 e	3100 	3157 	3200 	3100 	3000 	2900 	2900 	2800 	2800 	3000 	3000 	3000 	3000 	3000 	3000 	3000 	2000 	2000 	2000 	2000 	2000 	2000 	2000 	2000 
BUS_TOT,NR,ES22	817 e	800 	903 	900 	900 	1000 	900 	900 	900 	900 	1000 	1000 	1000 	1000 	1000 	1000 	1000 	1000 	1000 	1000 	1000 	1000 	1000 	1000 	1000 
BUS_TOT,NR,ES23	256 e	300 	258 	300 	300 	200 	300 	200 	200 	200 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
BUS_TOT,NR,ES24	1507 e	1500 	1603 	1700 	1700 	1700 	1700 	1700 	1600 	1600 	2000 	2000 	2000 	2000 	2000 	2000 	2000 	1000 	1000 	1000 	1000 	1000 	1000 	1000 	1000 
BUS_TOT,NR,ES3	10232 e	10300 	10623 	10900 	11400 	11500 	11300 	11000 	10800 	10400 	10000 	10000 	10000 	10000 	9000 	9000 	9000 	8000 	8000 	8000 	8000 	8000 	8000 	8000 	8000 
BUS_TOT,NR,ES30	10232 e	10300 	10623 	10900 	11400 	11500 	11300 	11000 	10800 	10400 	10000 	10000 	10000 	10000 	9000 	9000 	9000 	8000 	8000 	8000 	8000 	8000 	8000 	8000 	8000 
BUS_TOT,NR,ES4	6520 e	6700 	6877 	7200 	7100 	7200 	7100 	6900 	6800 	6500 	6000 	6000 	6000 	6000 	6000 	6000 	6000 	6000 	6000 	5000 	5000 	5000 	5000 	5000 	5000 
BUS_TOT,NR,ES41	3160 e	3300 	3342 	3400 	3400 	3500 	3400 	3300 	3200 	3100 	3000 	3000 	3000 	3000 	3000 	3000 	3000 	3000 	3000 	3000 	3000 	3000 	3000 	3000 	3000 
BUS_TOT,NR,ES42	2117 e	2200 	2270 	2400 	2300 	2400 	2400 	2300 	2300 	2100 	2000 	2000 	2000 	2000 	2000 	2000 	2000 	2000 	2000 	1000 	1000 	1000 	1000 	1000 	1000 
BUS_TOT,NR,ES43	1243 e	1200 	1265 	1300 	1300 	1300 	1300 	1300 	1300 	1300 	1000 	1000 	1000 	1000 	1000 	1000 	1000 	1000 	1000 	1000 	1000 	1000 	1000 	1000 	1000 
BUS_TOT,NR,ES5	15287 e	15000 	15332 	15600 	15500 	15600 	15400 	15100 	14900 	14100 	14000 	14000 	13000 	13000 	13000 	12000 	12000 	12000 	12000 	11000 	11000 	11000 	12000 	11000 	11000 
BUS_TOT,NR,ES51	8524 e	8400 	8543 	8700 	8600 	8700 	8500 	8200 	8000 	7500 	7000 	7000 	7000 	7000 	7000 	6000 	6000 	6000 	6000 	6000 	6000 	6000 	6000 	6000 	6000 
BUS_TOT,NR,ES52	4380 e	4300 	4431 	4600 	4600 	4600 	4600 	4700 	4700 	4400 	4000 	4000 	4000 	4000 	4000 	4000 	4000 	4000 	4000 	4000 	4000 	4000 	4000 	4000 	3000 
BUS_TOT,NR,ES53	2383 e	2300 	2358 	2300 	2300 	2300 	2300 	2200 	2200 	2200 	2000 	2000 	2000 	2000 	2000 	2000 	2000 	2000 	2000 	2000 	2000 	2000 	2000 	2000 	2000 
BUS_TOT,NR,ES6	10130 e	10300 	10290 	10400 	10400 	10300 	10400 	10400 	10300 	10200 	10000 	10000 	12000 	12000 	10000 	9000 	9000 	8000 	8000 	8000 	8000 	8000 	8000 	8000 	7000 
BUS_TOT,NR,ES61	8358 e	8400 	8446 	8500 	8500 	8500 	8400 	8500 	8400 	8300 	8000 	8000 	8000 	8000 	8000 	8000 	8000 	7000 	7000 	7000 	7000 	7000 	7000 	7000 	6000 
BUS_TOT,NR,ES62	1658 e	1700 	1732 	1800 	1800 	1800 	1800 	1900 	1900 	1800 	2000 	2000 	2000 	2000 	2000 	1000 	1000 	1000 	1000 	1000 	1000 	1000 	1000 	1000 	1000 
BUS_TOT,NR,ES63	56 e	100 	57 	100 	100 	0 	100 	0 	0 	100 	0 	0 	1000 	1000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BUS_TOT,NR,ES64	58 e	100 	55 	100 	100 	0 	100 	0 	0 	100 	0 	0 	1000 	1000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BUS_TOT,NR,ES7	5299 e	5300 	5315 	5400 	5400 	5500 	5400 	5300 	5200 	5100 	5000 	5000 	5000 	5000 	5000 	5000 	5000 	4000 	4000 	4000 	4000 	4000 	4000 	4000 	4000 
BUS_TOT,NR,ES70	5299 e	5300 	5315 	5400 	5400 	5500 	5400 	5300 	5200 	5100 	5000 	5000 	5000 	5000 	5000 	5000 	5000 	4000 	4000 	4000 	4000 	4000 	4000 	4000 	4000 
BUS_TOT,NR,FI	16300 	15500 	15000 	14230 	13650 	13020 	12280 	11540 	11190 	10920 	10720 	10360 	10010 	9770 	9850 	9490 	9040 	8450 	8230 	8080 	8100 	8300 	8700 	9000 	9300 
BUS_TOT,NR,FI1	16200 	15500 	15000 	14170 	13600 	12970 	12220 	11490 	11150 	10880 	10680 	10320 	9970 	9730 	9810 	9450 	9000 	8410 	8200 	8050 	8000 	8200 	8600 	8900 	9300 
BUS_TOT,NR,FI19	3600 	3600 	3000 	3220 	3080 	3060 	2920 	2920 	2820 	2700 	2670 	2570 	2470 	2400 	2370 	2250 	2130 	1980 	1920 	1970 	: 	: 	: 	: 	: 
BUS_TOT,NR,FI1B	4800 	4500 	4000 	4030 	3840 	3760 	3470 	3190 	3060 	3000 	3030 	3000 	2890 	2790 	2900 	2600 	2430 	2220 	2300 	2320 	: 	: 	: 	: 	: 
BUS_TOT,NR,FI1C	3500 	3300 	3000 	3330 	3210 	2610 	2450 	2170 	2120 	2110 	2060 	1850 	1760 	1690 	1680 	1730 	1620 	1560 	1550 	1560 	: 	: 	: 	: 	: 
BUS_TOT,NR,FI1D	4300 	4000 	4000 	3590 	3470 	3540 	3380 	3210 	3150 	3060 	2920 	2900 	2850 	2860 	2860 	2870 	2830 	2650 	2430 	2210 	: 	: 	: 	: 	: 
BUS_TOT,NR,FI2	100 	100 	0 	40 	40 	40 	50 	40 	40 	40 	40 	40 	40 	40 	40 	40 	40 	40 	40 	30 	0 	0 	0 	0 	0 
BUS_TOT,NR,FI20	100 	100 	0 	40 	40 	40 	50 	40 	40 	40 	40 	40 	40 	40 	40 	40 	40 	40 	40 	30 	: 	: 	: 	: 	: 
BUS_TOT,NR,FR	: 	95193 	93064 	91787 	89973 	90400 	92900 	94400 	92200 	90100 	88400 	87000 	85800 	87000 	85700 	85700 	85000 	40600 	40600 	44200 	48200 	53000 	58200 	64100 	68700 
BUS_TOT,NR,FR1	: 	20466 	19302 	18172 	16737 	15800 	16200 	16400 	15700 	15300 	14900 	14300 	14100 	15700 	15400 	15100 	15100 	8100 	8100 	9100 	10000 	11200 	12300 	13400 	14500 
BUS_TOT,NR,FR2	: 	14791 	14866 	15031 	15177 	15800 	16100 	16600 	16300 	15800 	15500 	15400 	15500 	15500 	15300 	15500 	15200 	7100 	7100 	7900 	8500 	9400 	10300 	11300 	12100 
BUS_TOT,NR,FR21	: 	1516 	1507 	1502 	1608 	1700 	1800 	1900 	1900 	1800 	1900 	1800 	1800 	1800 	1800 	1800 	1800 	900 	900 	1000 	1100 	1200 	1300 	1400 	1500 
BUS_TOT,NR,FR22	: 	2801 	2708 	2646 	2686 	2600 	2700 	2700 	2700 	2600 	2500 	2500 	2500 	2500 	2400 	2400 	2400 	1200 	1200 	1300 	1400 	1500 	1700 	1900 	2000 
BUS_TOT,NR,FR23	: 	2486 	2455 	2500 	2433 	2500 	2600 	2700 	2600 	2500 	2400 	2400 	2400 	2400 	2400 	2400 	2400 	1300 	1300 	1500 	1600 	1800 	1900 	2100 	2200 
BUS_TOT,NR,FR24	: 	3374 	3425 	3520 	3520 	3800 	3800 	3900 	3900 	3800 	3800 	3800 	3800 	3800 	3800 	3900 	3800 	1700 	1700 	1800 	2000 	2300 	2500 	2800 	2900 
BUS_TOT,NR,FR25	: 	1913 	1979 	2033 	2100 	2300 	2300 	2400 	2300 	2300 	2200 	2200 	2300 	2300 	2300 	2300 	2100 	900 	900 	1000 	1100 	1100 	1200 	1400 	1500 
BUS_TOT,NR,FR26	: 	2701 	2792 	2830 	2830 	2900 	2900 	3000 	2900 	2800 	2700 	2700 	2700 	2700 	2600 	2700 	2600 	1100 	1100 	1300 	1400 	1600 	1700 	1800 	1900 
BUS_TOT,NR,FR3	: 	4392 	4385 	4375 	4277 	4300 	4400 	4600 	4500 	4500 	4500 	4400 	4400 	4500 	4400 	4400 	4400 	2500 	2500 	2700 	3000 	3300 	3600 	4100 	4300 
BUS_TOT,NR,FR4	: 	7684 	7703 	7867 	7879 	8000 	8300 	8600 	8300 	8300 	8200 	8100 	8000 	8100 	8000 	8000 	7900 	4100 	4100 	4400 	4800 	5100 	5500 	6100 	6400 
BUS_TOT,NR,FR41	: 	3246 	3339 	3430 	3494 	3600 	3700 	3900 	3700 	3800 	3800 	3800 	3800 	3900 	3800 	3700 	3600 	1800 	1800 	1900 	2100 	2300 	2400 	2700 	2900 
BUS_TOT,NR,FR42	: 	2445 	2342 	2430 	2339 	2300 	2400 	2400 	2400 	2300 	2200 	2200 	2100 	2100 	2100 	2200 	2200 	1300 	1300 	1400 	1500 	1600 	1700 	1900 	2000 
BUS_TOT,NR,FR43	: 	1993 	2022 	2007 	2046 	2100 	2200 	2300 	2200 	2200 	2200 	2100 	2100 	2100 	2100 	2100 	2100 	1000 	1000 	1100 	1200 	1300 	1400 	1500 	1600 
BUS_TOT,NR,FR5	: 	12149 	11630 	11547 	11223 	11900 	12200 	12300 	12100 	11900 	11700 	11600 	11400 	11300 	11200 	11300 	11300 	4800 	4800 	4900 	5400 	5900 	6400 	7000 	7300 
BUS_TOT,NR,FR51	: 	5369 	5005 	4978 	4777 	5000 	5000 	5100 	5000 	4800 	4700 	4700 	4600 	4600 	4500 	4500 	4600 	1900 	1900 	1900 	2100 	2300 	2600 	2800 	3000 
BUS_TOT,NR,FR52	: 	4467 	4358 	4271 	4212 	4500 	4700 	4800 	4700 	4600 	4600 	4500 	4400 	4400 	4400 	4500 	4400 	1900 	1900 	1900 	2100 	2200 	2300 	2500 	2600 
BUS_TOT,NR,FR53	: 	2313 	2267 	2298 	2234 	2400 	2500 	2400 	2400 	2400 	2400 	2400 	2400 	2300 	2300 	2300 	2300 	1000 	1000 	1100 	1200 	1300 	1400 	1600 	1700 
BUS_TOT,NR,FR6	: 	11619 	11677 	11423 	11342 	11400 	11800 	11700 	11400 	10900 	10800 	10700 	10500 	10400 	10200 	10400 	10300 	4300 	4300 	4600 	4800 	5300 	5900 	6500 	6900 
BUS_TOT,NR,FR61	: 	4890 	4933 	4803 	4802 	4900 	5000 	5000 	4900 	4600 	4600 	4600 	4600 	4500 	4500 	4600 	4600 	2000 	2000 	2200 	2300 	2500 	2900 	3100 	3300 
BUS_TOT,NR,FR62	: 	5021 	5085 	4982 	4923 	4900 	5100 	5100 	4900 	4800 	4700 	4600 	4400 	4400 	4300 	4400 	4400 	1700 	1700 	1800 	1900 	2200 	2300 	2600 	2700 
BUS_TOT,NR,FR63	: 	1708 	1659 	1638 	1617 	1600 	1700 	1600 	1600 	1500 	1500 	1500 	1500 	1500 	1400 	1400 	1300 	600 	600 	600 	600 	700 	700 	800 	800 
BUS_TOT,NR,FR7	: 	12419 	12007 	11884 	11945 	11700 	12200 	12400 	12300 	12100 	11800 	11600 	11300 	11100 	11100 	11100 	11000 	4900 	4900 	5500 	6100 	6800 	7500 	8300 	9100 
BUS_TOT,NR,FR71	: 	10369 	10005 	9870 	9871 	9600 	10000 	10200 	10100 	9900 	9700 	9500 	9200 	9000 	9000 	9000 	8900 	4000 	4000 	4500 	5100 	5700 	6400 	7000 	7700 
BUS_TOT,NR,FR72	: 	2050 	2002 	2014 	2074 	2100 	2200 	2200 	2200 	2200 	2100 	2100 	2100 	2100 	2100 	2100 	2100 	900 	900 	1000 	1000 	1100 	1200 	1300 	1400 
BUS_TOT,NR,FR8	: 	11673 	11494 	11488 	11393 	11500 	11700 	11800 	11600 	11200 	11000 	10900 	10600 	10400 	10100 	9900 	9800 	4600 	4600 	5100 	5500 	5900 	6700 	7500 	8100 
BUS_TOT,NR,FR81	: 	3588 	3573 	3628 	3545 	3600 	3600 	3700 	3600 	3500 	3500 	3500 	3300 	3200 	3100 	3100 	3100 	1400 	1400 	1500 	1600 	1700 	1900 	2100 	2200 
BUS_TOT,NR,FR82	: 	7377 	7256 	7188 	7183 	7200 	7400 	7400 	7300 	7100 	6900 	6800 	6700 	6600 	6400 	6300 	6300 	3000 	3000 	3400 	3700 	3900 	4400 	5000 	5400 
BUS_TOT,NR,FR83	: 	708 	665 	672 	665 	700 	700 	700 	700 	600 	600 	600 	600 	600 	600 	500 	500 	200 	200 	200 	200 	300 	400 	400 	500 
BUS_TOT,NR,HR	5040 	4800 	4700 	4900 	4900 	5100 	5100 	5100 	4900 	4900 	4900 	4800 	4800 	4800 	4800 	4700 	4800 	4800 	4600 	4300 	4000 	4000 	4000 	5000 	6000 
BUS_TOT,NR,HR0	5040 	4800 	4700 	4900 	4900 	5100 	5100 	5100 	4900 	4900 	4900 	4800 	4800 	4800 	4800 	4700 	4800 	4800 	4600 	4300 	4000 	4000 	4000 	5000 	6000 
BUS_TOT,NR,HR03	2083 	2000 	2000 	2000 	2000 	2100 	2100 	2100 	2000 	1900 	1900 	1800 	1800 	1800 	1800 	1700 	1800 	1800 	1700 	1600 	: 	: 	: 	: 	: 
BUS_TOT,NR,HR04	2957 	2800 	2700 	2900 	2900 	3000 	3000 	3000 	2900 	3000 	3000 	3000 	3000 	3000 	3000 	3000 	3000 	3000 	2900 	2700 	: 	: 	: 	: 	: 
BUS_TOT,NR,HU	17923 	17569 	17301 	17366 	17641 	17720 	17995 	17899 	17721 	17450 	17428 	17877 	17873 	17817 	17855 	17733 	18529 	18616 	19107 	20223 	: 	: 	: 	: 	: 
BUS_TOT,NR,HU1	5519 	5393 	5321 	5404 	5497 	5563 	5527 	5552 	5495 	5471 	5324 	5405 	5349 	5302 	5378 	5329 	5697 	5553 	5424 	5550 	: 	: 	: 	: 	: 
BUS_TOT,NR,HU10	5519 	5393 	5321 	5404 	5497 	5563 	5527 	5552 	5495 	5471 	5324 	5405 	5349 	5302 	5378 	5329 	5697 	5553 	5424 	5550 	: 	: 	: 	: 	: 
BUS_TOT,NR,HU2	6155 	6130 	5914 	5912 	5942 	5990 	6091 	6045 	5943 	5834 	5872 	6049 	6060 	6058 	5987 	5877 	6022 	6021 	6255 	6562 	: 	: 	: 	: 	: 
BUS_TOT,NR,HU21	2683 	2741 	2589 	2587 	2573 	2618 	2690 	2664 	2548 	2455 	2467 	2507 	2495 	2460 	2377 	2321 	2275 	2225 	2282 	2468 	: 	: 	: 	: 	: 
BUS_TOT,NR,HU22	1663 	1612 	1588 	1594 	1599 	1598 	1638 	1598 	1611 	1600 	1611 	1676 	1677 	1673 	1658 	1611 	1681 	1695 	1841 	1881 	: 	: 	: 	: 	: 
BUS_TOT,NR,HU23	1809 	1777 	1737 	1731 	1770 	1774 	1763 	1783 	1784 	1779 	1794 	1866 	1888 	1925 	1952 	1945 	2066 	2101 	2132 	2213 	: 	: 	: 	: 	: 
BUS_TOT,NR,HU3	6243 	6040 	6060 	6044 	6196 	6160 	6370 	6296 	6273 	6144 	6231 	6420 	6460 	6451 	6481 	6514 	6761 	6974 	7365 	8046 	: 	: 	: 	: 	: 
BUS_TOT,NR,HU31	2268 	2213 	2295 	2319 	2348 	2341 	2350 	2295 	2294 	2280 	2286 	2355 	2347 	2366 	2386 	2419 	2521 	2620 	2683 	2789 	: 	: 	: 	: 	: 
BUS_TOT,NR,HU32	2085 	2017 	1975 	1934 	2030 	1999 	2161 	2135 	2123 	2065 	2108 	2188 	2212 	2158 	2147 	2134 	2211 	2296 	2509 	2913 	: 	: 	: 	: 	: 
BUS_TOT,NR,HU33	1890 	1810 	1790 	1791 	1818 	1820 	1859 	1866 	1856 	1799 	1837 	1877 	1901 	1927 	1948 	1961 	2029 	2058 	2173 	2344 	: 	: 	: 	: 	: 
BUS_TOT,NR,IE	10405 	10000 	10000 	10000 	10000 	10300 	10600 	10000 	10000 	9000 	9000 	8800 	8500 	8400 	8000 	7600 	7100 	7000 	6700 	6400 	6100 	5900 	5700 	5600 	5300 
BUS_TOT,NR,IE0	10405 	10000 	10000 	10000 	10000 	10300 	10600 	10000 	10000 	9000 	9000 	8800 	8500 	8400 	8000 	7600 	7100 	7000 	6700 	6400 	6100 	5900 	5700 	5600 	5300 
BUS_TOT,NR,IE01	2972 	3000 	: 	: 	: 	: z	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BUS_TOT,NR,IE02	7433 	7000 	: 	: 	: 	: z	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
BUS_TOT,NR,IT	97848 	98500 	99400 	100370 	99810 	98630 	97510 	96419 	96099 	94437 	92874 	92701 	91716 	89858 	87956 	85762 	83521 	81478 	80610 	75023 	76076 	76974 	78179 	78649 	77731 
BUS_TOT,NR,ITC	19835 	20100 	20500 	20820 	20840 	20670 	20580 	20324 	20342 	20218 	19721 	19472 	19407 	19228 	18936 	18661 	18437 	18203 	17965 	17342 	17636 	18170 	18372 	18914 	18458 
BUS_TOT,NR,ITC1	6184 	6300 	6300 	6420 	6410 	6330 	6290 	6212 	6269 	6140 	6030 	5927 	5887 	5809 	5771 	5687 	5566 	5586 	5353 	5314 	5400 	5571 	5604 	5902 	5855 
BUS_TOT,NR,ITC2	327 	300 	300 	350 	350 	340 	350 	362 	340 	343 	337 	350 	342 	333 	339 	326 	325 	323 	316 	318 	320 	328 	335 	340 	321 
BUS_TOT,NR,ITC3	2418 	2500 	2500 	2490 	2520 	2510 	2540 	2538 	2553 	2531 	2526 	2600 	2565 	2576 	2568 	2528 	2531 	2504 	2481 	2391 	2444 	2568 	2594 	2683 	2593 
BUS_TOT,NR,ITC4	10906 	11000 	11400 	11560 	11550 	11490 	11410 	11212 	11180 	11204 	10828 	10595 	10613 	10510 	10258 	10120 	10015 	9790 	9815 	9319 	9472 	9703 	9839 	9989 	9689 
BUS_TOT,NR,ITF	28512 	28300 	28300 	28330 	27870 	27360 	26560 	26195 	25853 	25257 	24606 	24668 	24275 	23362 	22813 	22233 	21232 	20286 	19997 	18457 	18668 	18343 	18529 	18369 	18502 
BUS_TOT,NR,ITF1	3175 	3200 	3300 	3370 	3260 	3240 	3210 	3175 	3206 	3159 	3115 	3122 	2976 	2906 	2895 	2789 	2720 	2650 	2614 	2491 	2569 	2605 	2692 	2737 	2711 
BUS_TOT,NR,ITF2	1034 	1000 	1000 	980 	990 	960 	940 	946 	930 	932 	906 	914 	899 	865 	845 	806 	778 	776 	768 	729 	728 	763 	767 	786 	767 
BUS_TOT,NR,ITF3	10737 	10700 	10600 	10660 	10710 	10530 	10170 	10083 	9952 	9741 	9463 	9570 	9436 	9078 	8830 	8733 	8209 	7742 	7643 	6873 	6894 	6577 	6678 	6407 	6538 
BUS_TOT,NR,ITF4	6866 	6800 	6700 	6630 	6130 	5990 	5760 	5650 	5548 	5465 	5330 	5301 	5272 	5007 	4982 	4874 	4664 	4507 	4452 	4218 	4361 	4343 	4445 	4544 	4623 
BUS_TOT,NR,ITF5	1773 	1700 	1800 	1740 	1930 	1890 	1830 	1789 	1748 	1629 	1602 	1611 	1620 	1612 	1524 	1483 	1424 	1322 	1295 	1202 	1234 	1261 	1270 	1293 	1291 
BUS_TOT,NR,ITF6	4927 	4900 	4900 	4960 	4860 	4760 	4660 	4552 	4469 	4331 	4190 	4150 	4072 	3894 	3737 	3548 	3437 	3289 	3225 	2944 	2882 	2794 	2677 	2602 	2572 
BUS_TOT,NR,ITG	10762 	10900 	11000 	11090 	11040 	10980 	11000 	10664 	10536 	10308 	10262 	10330 	10187 	9752 	9447 	9185 	8951 	8670 	8518 	7915 	7923 	7853 	7896 	7908 	7300 
BUS_TOT,NR,ITG1	7530 	7600 	7700 	7690 	7760 	7730 	7750 	7516 	7494 	7333 	7301 	7439 	7291 	6938 	6611 	6496 	6284 	6007 	5882 	5469 	5518 	5394 	5412 	5464 	5057 
BUS_TOT,NR,ITG2	3232 	3300 	3300 	3400 	3280 	3260 	3250 	3148 	3042 	2975 	2961 	2891 	2896 	2814 	2836 	2689 	2667 	2663 	2636 	2446 	2405 	2459 	2484 	2444 	2243 
BUS_TOT,NR,ITH	16719 	16900 	17200 	17760 	18270 	17920 	17570 	17535 	17616 	17524 	17469 	17324 	17102 	17051 	16562 	16241 	15719 	15412 	15212 	13881 	14016 	14479 	14619 	14765 	14721 
BUS_TOT,NR,ITH1	1058 	1000 	1000 	1030 	1000 	970 	940 	932 	858 	858 	848 	822 	810 	789 	771 	762 	736 	750 	695 	627 	627 	691 	679 	654 	675 
BUS_TOT,NR,ITH2	1312 	1300 	1400 	1410 	1350 	1360 	1370 	1357 	1377 	1344 	1341 	1263 	1217 	1153 	1084 	1030 	960 	887 	884 	790 	784 	824 	805 	792 	767 
BUS_TOT,NR,ITH3	6610 	6700 	6800 	6960 	7370 	7360 	7350 	7302 	7386 	7246 	7172 	7128 	7140 	7071 	6932 	6800 	6677 	6554 	6494 	6003 	6088 	6193 	6308 	6385 	6273 
